time,Gqw,Gqx,Gqy,Gqz,Lqw,Lqx,Lqy,Lqz,rx,ry,rz,lx,ly,lz,ax,ay,az,mx,my,mz,gx,gy,gz,temp
0.48048,0.105232,0.441269,0.830704,0.322705,0.996954,-0.07145,0.021871,0.02236,-0.14212,0.046821,0.041516,-0.234335,0.032975,0.121003,0.978653,0.335783,0.257062,-8.308511,22.521545,21.363474,48.579327,-27.607149,-43.771957,6.714231
0.49049,0.106562,0.438888,0.833864,0.317321,0.996407,-0.077792,0.022674,0.02465,-0.15471,0.04904,0.045666,-0.242647,0.019142,0.098496,0.968468,0.321426,0.256875,-8.308511,22.521545,21.363474,53.37933,-26.981062,-49.685001,6.826734
0.5005,0.107798,0.436424,0.836978,0.31206,0.995824,-0.083984,0.02346,0.027034,-0.166992,0.051287,0.049987,-0.25348,0.02533,0.076004,0.97606,0.313781,0.264913,-9.128484,22.521545,21.109295,52.405415,-25.311497,-49.824131,6.626728
0.51051,0.10889,0.434151,0.840186,0.306175,0.995147,-0.090621,0.024729,0.029303,-0.180153,0.054556,0.053945,-0.245276,0.004964,0.105119,0.955876,0.339139,0.22902,-9.128484,22.521545,21.109295,59.709763,-27.468018,-48.571957,7.026741
0.52052,0.110152,0.43196,0.843453,0.299773,0.99437,-0.097763,0.026138,0.031417,-0.19433,0.058157,0.057499,-0.233548,0.010061,0.073821,0.948839,0.34119,0.252014,-8.964489,23.223761,20.685661,64.092369,-31.989758,-49.406738,6.964239
0.53053,0.111873,0.429329,0.846829,0.29333,0.993507,-0.105232,0.027042,0.033748,-0.209179,0.060874,0.06152,-0.246954,0.004597,0.078795,0.951061,0.344733,0.230328,-8.964489,23.223761,20.685661,62.074982,-34.911495,-55.80674,6.68923
0.54054,0.113917,0.426488,0.849999,0.28746,0.992639,-0.112337,0.027325,0.036082,-0.223331,0.062394,0.065669,-0.2255,-0.01079,0.067781,0.923099,0.356853,0.233506,-9.374476,23.399315,20.007847,53.935852,-34.84193,-57.128479,7.276748
0.55055,0.116269,0.42353,0.852834,0.28245,0.991816,-0.118783,0.026891,0.038321,-0.236207,0.062487,0.069819,-0.170735,-0.019471,0.030248,0.878841,0.377736,0.276504,-9.374476,23.399315,20.007847,42.874981,-33.868019,-56.432827,6.726731
0.56056,0.118654,0.420565,0.855471,0.277878,0.991006,-0.124819,0.026207,0.040504,-0.248287,0.062093,0.073946,-0.149067,-0.050133,-0.005203,0.838102,0.366735,0.295947,-9.456473,23.750423,19.330032,37.657589,-32.54628,-55.319782,6.801733
0.57057,0.121614,0.417486,0.857411,0.275249,0.990403,-0.12932,0.024062,0.042427,-0.257386,0.05867,0.07803,-0.144606,-0.064628,-0.035288,0.821436,0.353496,0.312024,-9.456473,23.750423,19.330032,13.518458,-29.485409,-52.398045,6.801733
0.58058,0.124563,0.414566,0.859079,0.273133,0.989855,-0.133288,0.021725,0.044153,-0.265454,0.054808,0.081834,-0.152011,-0.070068,-0.030237,0.820325,0.356293,0.29819,-10.030455,23.925978,19.330032,7.883676,-27.815844,-48.780651,6.939238
0.59059,0.127343,0.411631,0.860575,0.271578,0.989364,-0.136668,0.019243,0.045934,-0.27236,0.050653,0.085847,-0.17336,-0.092199,0.004122,0.814955,0.357785,0.249023,-10.030455,23.925978,19.330032,2.59672,-23.5028,-46.76326,7.101743
0.6006,0.129929,0.40858,0.862083,0.270173,0.98887,-0.139855,0.016801,0.047903,-0.278888,0.046645,0.090261,-0.17359,-0.09835,0.045023,0.808103,0.384635,0.210138,-10.276447,24.10153,19.584213,1.901067,-20.372366,-47.041523,6.989239
0.61061,0.132575,0.405195,0.863655,0.268962,0.988354,-0.142975,0.014099,0.05016,-0.285311,0.042226,0.09535,-0.192415,-0.128174,0.055947,0.794215,0.370464,0.179479,-10.276447,24.10153,19.584213,-0.60328,-18.911497,-50.589348,7.101743
0.62062,0.13517,0.401985,0.864999,0.268166,0.987894,-0.145636,0.011293,0.052237,-0.290851,0.037537,0.100157,-0.226546,-0.172057,0.049186,0.779956,0.328325,0.151997,-10.850429,23.925978,19.245306,-4.916324,-17.381062,-47.111088,7.026741
0.63063,0.137649,0.399213,0.866133,0.267386,0.987462,-0.148107,0.008721,0.053915,-0.296025,0.033199,0.104141,-0.234814,-0.212179,0.030828,0.753105,0.296627,0.14695,-10.850429,23.925978,19.245306,-4.498932,-17.868017,-41.476303,6.739232
0.64064,0.139886,0.397143,0.866991,0.266526,0.987079,-0.150353,0.006623,0.054996,-0.300735,0.029617,0.10683,-0.23739,-0.228755,0.018798,0.741254,0.283388,0.147511,-11.014423,24.013754,19.330032,-2.342411,-18.42454,-32.641521,7.051741
0.65065,0.141835,0.395813,0.8675,0.265816,0.98679,-0.152139,0.004937,0.055459,-0.304501,0.026621,0.108199,-0.224287,-0.207636,-0.004317,0.749031,0.292525,0.177609,-11.014423,24.013754,19.330032,-2.411976,-17.728888,-22.62413,6.664229
0.66066,0.14359,0.394974,0.867693,0.265494,0.986605,-0.153358,0.003385,0.055498,-0.307122,0.023705,0.108716,-0.221489,-0.186657,-0.041775,0.764401,0.285999,0.214999,-11.342413,23.311539,19.075851,-5.542411,-16.128887,-15.111087,7.00174
0.67067,0.145197,0.394477,0.867571,0.265754,0.986541,-0.153891,0.001787,0.055238,-0.30837,0.020529,0.108675,-0.227068,-0.17882,-0.072207,0.775327,0.27015,0.238741,-11.342413,23.311539,19.075851,-11.038063,-13.624539,-8.919782,7.101743
0.68068,0.146585,0.394356,0.867211,0.266347,0.986567,-0.15393,0.000332,0.054688,-0.30861,0.017491,0.108032,-0.224152,-0.172762,-0.086507,0.77903,0.266793,0.252949,-11.42441,23.8382,19.330032,-13.472846,-11.537583,-2.937173,7.026741
0.69069,0.147699,0.394702,0.866687,0.266925,0.986645,-0.153745,-0.000734,0.053798,-0.308361,0.015094,0.106598,-0.203181,-0.163707,-0.096271,0.773475,0.277794,0.272952,-11.42441,23.8382,19.330032,-11.803281,-10.633235,3.254131,7.276748
0.7007,0.148558,0.395491,0.865942,0.267698,0.986801,-0.15316,-0.001537,0.052572,-0.307276,0.013071,0.104426,-0.18612,-0.149476,-0.111207,0.774956,0.285253,0.297442,-11.260415,23.925978,19.66894,-12.498933,-9.033236,9.723697,6.801733
0.71071,0.148938,0.396551,0.865139,0.268514,0.987005,-0.15227,-0.00188,0.051297,-0.305528,0.01191,0.102018,-0.175988,-0.179105,-0.10499,0.746439,0.276489,0.286786,-11.260415,23.925978,19.66894,-10.481542,-4.928887,14.245436,7.089242
0.72072,0.148912,0.39816,0.864015,0.269763,0.987335,-0.150673,-0.001919,0.049639,-0.302322,0.011169,0.098766,-0.169889,-0.171532,-0.089031,0.748846,0.289914,0.279869,-11.342413,23.662645,19.075851,-12.985889,-1.172366,23.149784,7.101743
0.73073,0.148653,0.400237,0.862709,0.271008,0.987711,-0.148854,-0.001607,0.047616,-0.29864,0.011001,0.094687,-0.161899,-0.142427,-0.075546,0.767179,0.313781,0.283421,-11.342413,23.662645,19.075851,-11.66415,-0.685409,29.341087,6.751732
0.74074,0.147954,0.402652,0.861296,0.272304,0.988133,-0.146718,-0.00085,0.045452,-0.294281,0.011658,0.090202,-0.164438,-0.125896,-0.059005,0.782734,0.325528,0.275569,-11.09642,23.750423,19.245306,-9.925019,2.653721,34.628044,7.064241
0.75075,0.147076,0.405435,0.859717,0.27364,0.98859,-0.144368,0.000158,0.042994,-0.289477,0.012728,0.08507,-0.144977,-0.152728,-0.032047,0.750883,0.333545,0.254631,-11.09642,23.750423,19.245306,-9.368498,3.279808,39.706306,6.889236
0.76076,0.146175,0.408604,0.857714,0.275684,0.989161,-0.141243,0.000967,0.040113,-0.28314,0.013245,0.079172,-0.129067,-0.121192,-0.040198,0.76829,0.347903,0.281552,-11.014423,24.189308,19.160578,-16.951107,4.740678,46.732391,6.876736
0.77077,0.145373,0.412099,0.855342,0.278265,0.989807,-0.137561,0.001542,0.036819,-0.275708,0.013182,0.072534,-0.118246,-0.078167,-0.029562,0.798104,0.374566,0.295573,-11.014423,24.189308,19.160578,-23.351107,4.531982,52.297611,7.189245
0.78078,0.144613,0.415621,0.852603,0.281804,0.990552,-0.132994,0.001618,0.033414,-0.266531,0.012093,0.065819,-0.135934,-0.046078,-0.036267,0.837547,0.365803,0.30735,-10.194449,24.013754,19.414759,-34.064152,7.801548,55.706306,6.751732
0.79079,0.144072,0.419128,0.849619,0.285872,0.991321,-0.128015,0.001247,0.029876,-0.256552,0.010122,0.058951,-0.136944,-0.053096,-0.032493,0.835695,0.353496,0.305107,-10.194449,24.013754,19.414759,-41.090237,7.871113,56.888912,6.839235
0.8008,0.143592,0.422635,0.846357,0.290589,0.992128,-0.122442,0.000502,0.02625,-0.245392,0.007424,0.051989,-0.14055,-0.046422,-0.023801,0.84625,0.348462,0.303425,-9.702466,23.750423,19.584213,-48.603279,9.958069,59.115002,7.026741
0.81081,0.143158,0.426123,0.842767,0.296088,0.992976,-0.116143,-0.000678,0.022548,-0.232784,0.003892,0.044952,-0.148556,-0.031367,-0.00898,0.866249,0.347343,0.298938,-9.702466,23.750423,19.584213,-57.577194,12.810243,61.688915,7.064241
0.82082,0.142697,0.429593,0.839107,0.30164,0.993777,-0.109765,-0.001874,0.018844,-0.220006,0.000412,0.037874,-0.180696,-0.050946,-0.00086,0.872545,0.310798,0.274635,-9.128484,23.662645,19.66894,-58.203281,13.43633,61.967175,6.851735
0.83083,0.14202,0.433075,0.835132,0.307948,0.994606,-0.102565,-0.003272,0.015145,-0.205568,-0.003402,0.030802,-0.158156,-0.085662,0.063766,0.835695,0.33802,0.22902,-9.128484,23.662645,19.66894,-65.438065,18.931982,65.793259,6.726731
0.84084,0.141729,0.436472,0.830407,0.315957,0.995501,-0.09391,-0.005865,0.011186,-0.188223,-0.009577,0.023376,-0.199888,-0.019685,0.006704,0.914396,0.288423,0.285852,-8.800494,23.487093,20.177299,-86.516327,22.410244,69.897606,7.039241
0.85085,0.140945,0.440106,0.825534,0.323936,0.996326,-0.084972,-0.007975,0.007161,-0.170273,-0.014674,0.015627,-0.241892,0.034367,0.016374,0.985504,0.273692,0.287347,-8.800494,23.487093,20.177299,-83.803284,26.0972,74.628044,7.039241
